canonical_id,summary,primary_category,secondary_categories,scope,current_status,included_in_current_total,historical_event_ids,incoming_relationship_ids,outgoing_relationship_ids,affected_targets,current_docs,related_adrs,adr_coverage,adr_warranted,reviewer_notes
DEA-CANON-0315,"Inside the callee, a variadic parameter has effective mutable slice type T[].",Type system,,L1,Retained,Yes,DEA-DEC-0324,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0316,Explicit variadic forwarding uses one final pack... argument and cannot mix forwarding with individual tail values.,Language syntax,,L1,Retained,Yes,DEA-DEC-0325,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0317,Ordinary variadic calls materialize caller-owned fixed-array storage for the pack.,Ownership and memory safety,,L1,Retained,Yes,DEA-DEC-0326,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0318,Variadic function pointers match exactly on fixed prefix and variadic element type.,Type system,,L1,Retained,Yes,DEA-DEC-0327,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0319,LBI type encoding uses a V component so variadic function identity differs from a fixed slice signature.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0328,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0017-l1-variadic-functions.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0320,Copying ARC-managed data from a place-like nullable unwrap into a match or case scrutinee retains the copied value before source cleanup.,Ownership and memory safety,,Shared L0/L1,Retained,Yes,DEA-DEC-0329,,,Shared L0/L1,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0321,while and for bodies accept any Stmt rather than requiring a block.,Language syntax,,L1,Retained,Yes,DEA-DEC-0330,,,L1,l1/docs/reference/grammar.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0322,match arms accept any Stmt rather than requiring a block.,Language syntax,,L1,Retained,Yes,DEA-DEC-0331,,,L1,l1/docs/reference/grammar.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0323,Every loop body and match arm has a fresh synthetic scope even when written as one statement.,Language semantics,,L1,Retained,Yes,DEA-DEC-0332,,,L1,l1/docs/reference/design-decisions.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0324,L1 visibility is controlled at module level rather than by per-declaration pub or priv modifiers.,Language semantics,,L1,Retained,Yes,DEA-DEC-0333,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0325,"export * exports every top-level symbol, including names beginning with underscore.",Language semantics,,L1,Retained,Yes,DEA-DEC-0334,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0326,"Without an export statement, every top-level symbol except underscore-prefixed names is exported.",Language semantics,,L1,Retained,Yes,DEA-DEC-0335,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0327,An explicit export name list is an allowlist of top-level names and cannot rename exports.,Language semantics,,L1,Retained,Yes,DEA-DEC-0336,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0328,import module as alias creates a namespace accessed only as alias::name.,Frontend architecture,,L1,Retained,Yes,DEA-DEC-0337,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0329,import names from module introduces only the named exported symbols as unqualified bindings.,Frontend architecture,,L1,Retained,Yes,DEA-DEC-0338,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0330,Import forms are not mixed within one statement.,Language syntax,,L1,Retained,Yes,DEA-DEC-0339,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0331,A module has at most one export manifest and it appears at the beginning of the module.,Language syntax,,L1,Retained,Yes,DEA-DEC-0340,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0332,The initial LBI used tagged length-prefixed module sections and a broad `S` terminal for every source entity.,ABI and linking,,L1,Superseded,No,DEA-DEC-0341,,DEA-REL-0030,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,The initial broad-S symbol grammar was replaced by the unified recursive LBI grammar.
DEA-CANON-0333,"LBI module identity is derived from the dotted source module path, not the filesystem path.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0342,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0334,LBI identifiers use only ISO C99 identifier characters and reserve uppercase ASCII letters as category sigils.,Portability,,L1,Retained,Yes,DEA-DEC-0343,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0335,"Exported top-level declarations, including lets and consts, have external C linkage.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0344,DEA-REL-0029,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0336,Non-exported top-level declarations use static C linkage where runtime semantics permit.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0345,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0009-module-visibility-exports-imports.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0337,"Compiler-generated lifecycle names use the LBI I terminal, with I4init for deferred module initialization.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0346,,DEA-REL-0031,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0338,extern C declarations bypass LBI mangling.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0347,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0339,The public runtime header is a declaration surface; runtime implementation bodies live in compiled translation units.,Runtime,,L1,Retained,Yes,DEA-DEC-0348,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0340,L1 ships separate normal and traced runtime archives named libdea_rt.a and libdea_rt_traced.a.,Runtime,,L1,Retained,Yes,DEA-DEC-0349,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0341,The build driver selects the traced or normal runtime archive from user trace flags.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0350,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0342,"dea_rt.h replaces l1_runtime.h immediately as the public include, with no compatibility bridge.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0351,,,L1,l1/docs/reference/c-backend-design.md,l1/docs/decisions/0003-c-abi-naming-policy.md,Covered as part of a broader ADR,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0343,dea_siphash.h remains internal to runtime C units and is not installed with public headers.,Runtime,,L1,Retained,Yes,DEA-DEC-0352,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0344,Official runtime archives use the platform compiler's object format.,Portability,,L1,Retained,Yes,DEA-DEC-0353,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0345,"When TinyCC's object format is incompatible with the host archive, the driver links a parallel raw runtime object set.",Portability,,L1,Retained,Yes,DEA-DEC-0354,,,L1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0346,The traced archive preserves stable rt_/_rt_ wrapper ABI for non-emitter callers.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0355,,,L1,l1/docs/specs/compiler/abi.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0347,Generated traced C calls _rt_*_impl with source file and line directly to preserve caller trace locations.,Diagnostics and recovery,,L1 Stage 1,Retained,Yes,DEA-DEC-0356,,,L1 | L1 Stage 1,l1/docs/reference/c-backend-design.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0348,The runtime split is L1-only; L0 retains its header-only runtime at the 1.0 scope boundary.,ABI and linking,,Shared L0/L1,Retained,Yes,DEA-DEC-0357,,,L1 | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0349,"ARC-bearing lvalue replacement stabilizes the right-hand side before releasing the old slot and applies uniformly to locals, dereferences, fields, and indexed slots.",Ownership and memory safety,,Shared L0/L1,Retained,Yes,DEA-DEC-0358,,,Shared L0/L1,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,Directly covered,Yes,The general ownership rule subsumes later pointer-index restatements.
DEA-CANON-0350,Self-referential ARC assignments are valid ordinary code and do not require builder or clone helpers.,Ownership and memory safety,,Shared L0/L1,Retained,Yes,DEA-DEC-0359,,,Shared L0/L1,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0351,concat3_s and concat4_s are removed from the public L0 and L1 standard-library surface.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0360,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0352,concat_s remains the public binary string helper and the lowering target for string +.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0361,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0353,L0 release workflows assemble a draft completely before publication and never mutate a published release.,CLI and distribution,Repository and process architecture,L0,Retained,Yes,DEA-DEC-0362,,,L0 | Shared,.github/workflows/l0-docs-publish.yml | .github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml,,Not covered,Yes,Immutable draft-first publication is foundational release behavior and is not captured by an ADR. Included in the prioritized missing-ADR backlog.
DEA-CANON-0354,SHA256SUMS covers every staged L0 release asset and records bare filenames without a ./ prefix.,CLI and distribution,Portability,L0,Retained,Yes,DEA-DEC-0363,,,L0 | Shared,.github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0355,Manual L0 snapshot dispatch supports a draft-only mode through publish_release=false.,CLI and distribution,Repository and process architecture,L0,Retained,Yes,DEA-DEC-0364,,,L0 | Shared,.github/workflows/l0-snapshot.yml,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0356,The L0 documentation-publication workflow remains manual-only and may attach release assets only to an existing draft.,Repository and process architecture,CLI and distribution,L0,Retained,Yes,DEA-DEC-0365,,,L0 | Shared,.github/workflows/l0-docs-publish.yml,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0357,Shared development and documentation dependency groups are owned once by the root pyproject rather than duplicated in level projects.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0367,,,Repository/tooling | Shared,CLAUDE.md | MONOREPO.md | pyproject.toml,docs/decisions/0004-monorepo-directory-structure.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0358,uv remains optional: make venv prefers uv but falls back to an existing environment or python -m venv plus pip.,Portability,Repository and process architecture,Repository/tooling,Retained,Yes,DEA-DEC-0368,,,Repository/tooling | Shared,CLAUDE.md | MONOREPO.md | Makefile,docs/decisions/0004-monorepo-directory-structure.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0359,The public Markdown API-reference release asset is named dea_l0_api_reference-<TAG>.tar.gz.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0369,,,L0 | Shared,.github/workflows/l0-docs-publish.yml | .github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml | l0/docs/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0360,Raw pointer indexing is not part of the L0 language surface; all ptr[i] forms are rejected.,Type system,Language semantics,L0,Retained,Yes,DEA-DEC-0370,,,L0 | Shared,docs/specs/compiler/diagnostic-code-catalog.md | l0/docs/decisions/0002-pointer-model-no-address-of.md | l0/docs/reference/design-decisions.md,l0/docs/decisions/0002-pointer-model-no-address-of.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0361,"L0 retains postfix index syntax and EX_INDEX AST nodes, but semantic analysis rejects them because no current L0 type is indexable.",Frontend architecture,Semantic analysis,L0,Retained,Yes,DEA-DEC-0371,,,L0 | Shared,l0/docs/reference/design-decisions.md | l0/docs/reference/grammar.md,l0/docs/decisions/0002-pointer-model-no-address-of.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0362,"L0 uses the generic TYP-0212 invalid-base diagnostic for non-null indexing bases, including raw pointers, rather than creating a pointer-specific code.",Diagnostics and recovery,Semantic analysis,L0,Retained,Yes,DEA-DEC-0372,,,L0 | Shared,docs/specs/compiler/diagnostic-code-catalog.md | l0/docs/reference/design-decisions.md,docs/decisions/0005-diagnostic-code-catalog.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0363,unsafe is reserved and prefixes L1 function declarations as unsafe func and unsafe extern func.,Language syntax,Language semantics,L1,Retained,Yes,DEA-DEC-0373,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0364,Unsafe function pointer types are spelled unsafe func(...) -> T.,Language syntax,Type system,L1,Retained,Yes,DEA-DEC-0374,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0365,Safe and unsafe function pointer types are distinct and have no implicit conversion in either direction.,Type system,Language semantics,L1,Retained,Yes,DEA-DEC-0375,,,L1,l1/docs/reference/design-decisions.md | l1/docs/specs/compiler/abi.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0366,"The unsafe function marker is a contract/type annotation, not a call-site gate; safe code may call unsafe function values.",Language semantics,Type system,L1,Retained,Yes,DEA-DEC-0376,,,L1,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0367,Ordinary pointer dereference and pointer field access remain valid in safe L1 code.,Ownership and memory safety,Language semantics,L1,Retained,Yes,DEA-DEC-0377,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0368,Safe and unsafe function types share the same generated C function-pointer representation while remaining distinct in L1 analysis.,ABI and linking,Backend and C emission | Type system,L1,Retained,Yes,DEA-DEC-0378,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/specs/compiler/abi.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0369,"sys.memory externs with unchecked caller-side raw-memory preconditions are marked unsafe, while allocation functions that establish storage remain plain externs.",Standard library,Ownership and memory safety | Runtime,L1,Retained,Yes,DEA-DEC-0379,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/standard-library.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0370,Raw pointer indexing was temporarily left accepted without an unsafe-function gate until the dedicated finalization plan.,Ownership and memory safety,Language semantics,L1,Superseded,No,DEA-DEC-0380,,DEA-REL-0032,L1,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0371,The shared low-level raw-memory standard-library module is named sys.memory rather than sys.unsafe.,Standard library,Language syntax,Shared L0/L1,Retained,Yes,DEA-DEC-0381,DEA-REL-0054,,Shared | Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Covered as part of a broader ADR,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0372,Renaming the source module does not rename its rt_* function surface or runtime C symbols.,ABI and linking,Runtime | Standard library,Shared L0/L1,Retained,Yes,DEA-DEC-0382,,,Shared | Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0005-extern-func-ffi-boundary.md | l1/docs/decisions/0003-c-abi-naming-policy.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0373,The sys.unsafe to sys.memory change is a hard source rename with no compatibility shim module.,Standard library,Repository and process architecture,Shared L0/L1,Retained,Yes,DEA-DEC-0383,,,Shared | Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Partially covered,Yes,Current ADRs record the new name but not the deliberate no-shim compatibility policy. Included in the prioritized missing-ADR backlog.
DEA-CANON-0374,Postfix ptr[i] is the L1 source form for raw pointer indexing.,Language syntax,Language semantics | Ownership and memory safety,L1,Retained,Yes,DEA-DEC-0384,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0375,Raw pointer indexing is accepted only inside an unsafe func body.,Ownership and memory safety,Language semantics,L1,Retained,Yes,DEA-DEC-0385,DEA-REL-0032,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0376,A raw-index base must be a non-null T* whose pointee is sized and not void.,Type system,Ownership and memory safety,L1,Retained,Yes,DEA-DEC-0386,,,L1,docs/specs/compiler/diagnostic-code-catalog.md | l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0377,Raw pointer indexes must have type int.,Type system,Language semantics,L1,Retained,Yes,DEA-DEC-0387,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0378,"Generated Dea pointer dereferences, pointer field accesses, pointer indexing, and generated drop cleanup are runtime-validated by default before storage is touched.",Ownership and memory safety,Backend and C emission | Ownership and memory safety | Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0388 | DEA-DEC-0533,DEA-REL-0033,DEA-REL-0033,L1 | Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0379,Raw pointer index reads and writes evaluate side-effectful base and index operands exactly once.,Language semantics,Backend and C emission,L1,Retained,Yes,DEA-DEC-0389,,,L1,l1/docs/reference/c-backend-design.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0380,"A runtime extern pointer parameter is nullable in Dea when the runtime already defines null as a non-panicking, non-UB sentinel outcome.",Runtime,ABI and linking | Type system,Shared L0/L1,Retained,Yes,DEA-DEC-0390,,,Shared | Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0005-extern-func-ffi-boundary.md | l0/docs/decisions/0007-nullability-and-casts.md,ADR not warranted,No,One atomic historical event.
DEA-CANON-0381,Shared specialized container types and entry types use Type1Type2Container ordering.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0391,,,Shared | Shared L0/L1,docs/reference/style-guide.md | l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0382,The specialized container renames are hard renames with no compatibility aliases or mixed-name transition period.,Standard library,Repository and process architecture,Shared L0/L1,Retained,Yes,DEA-DEC-0392,,,Shared | Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,The public specialized-container naming migration and compatibility policy have no ADR. Included in the prioritized missing-ADR backlog.
DEA-CANON-0383,"Fixed-size arrays are first-class value types spelled T[N], with the element type and length both part of type identity.",Type system,Language semantics | Language syntax,L1,Retained,Yes,DEA-DEC-0393,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0384,"L1 pointer, nullable, and fixed-array suffixes are semantic unary type constructors applied left-to-right in source order.",Type system,Language syntax,L1,Retained,Yes,DEA-DEC-0394 | DEA-DEC-0408,DEA-REL-0013,DEA-REL-0013,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0012-ordered-type-suffix-constructors.md,Directly covered,Yes,The general constructor rule subsumes the earlier array/pointer-only ordering decision.
DEA-CANON-0385,A fixed-array length must resolve to a positive compile-time int value that fits the L1 int range.,Type system,Language semantics,L1,Retained,Yes,DEA-DEC-0395,,,L1,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0016-compile-time-constant-value-contexts.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0386,"L1 fixed-array bounds accept integer literals and visible local or qualified const references, then require a positive compile-time int value.",Language syntax,Semantic analysis | Type system,L1,Retained,Yes,DEA-DEC-0396 | DEA-DEC-0498,DEA-REL-0014,DEA-REL-0014,L1 | L1 Stage 1,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0016-compile-time-constant-value-contexts.md,Directly covered,Yes,This is the current broadened successor to literal-only bound syntax.
DEA-CANON-0387,Adjacent array dimensions follow C-like source order and contiguous row-major layout.,Language semantics,ABI and linking | Backend and C emission,L1,Retained,Yes,DEA-DEC-0397,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/reference/design-decisions.md | l1/docs/specs/compiler/abi.md,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0012-ordered-type-suffix-constructors.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0388,Array literals use bracket syntax and require a known contextual fixed-array target; bare literals have no standalone type.,Language syntax,Language semantics | Type system,L1,Retained,Yes,DEA-DEC-0398,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0389,"Short contextual array literals default-initialize omitted trailing elements, [] means all-default, and overlong literals are rejected.",Language semantics,Ownership and memory safety,L1,Retained,Yes,DEA-DEC-0399,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0390,Safe L1 array declarations must use initialized let syntax; bare uninitialized array declarations are illegal.,Ownership and memory safety,Language syntax,L1,Retained,Yes,DEA-DEC-0400,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0391,"Array constructor syntax is T[N](arg), with exactly one literal or element-typed fill argument; an array-valued element may be broadcast across an outer dimension.",Language semantics,Language syntax | Type system,L1,Retained,Yes,DEA-DEC-0401,,,L1,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0392,new T[N] allocates zero/default-initialized array wrapper storage and returns T[N]*; initialized allocation mirrors value-constructor rules.,Ownership and memory safety,Language semantics | Runtime,L1,Retained,Yes,DEA-DEC-0402,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/reference/ownership.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0393,Each fixed-array instantiation lowers to a deterministic generated C wrapper struct containing one data[N] field.,Backend and C emission,ABI and linking,L1,Retained,Yes,DEA-DEC-0403,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0011-fixed-size-array-policy.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0394,"Fixed-array reads and writes check bounds before access and route failures through _rt_panic_oob(index, length).",Ownership and memory safety,Backend and C emission | Language semantics,L1,Retained,Yes,DEA-DEC-0404,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/reference/design-decisions.md | l1/docs/reference/standard-library.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0395,Fixed-array index operations evaluate their base and index expressions exactly once.,Language semantics,Backend and C emission,L1,Retained,Yes,DEA-DEC-0405,,,L1,l1/docs/reference/c-backend-design.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0011-fixed-size-array-policy.md,Directly covered,Yes,One atomic historical event.
