record_type,path,date,title,kind,repository_area,scope,stage,subsystem,final_status,decision_count,notes
Plan,work/plans/bug-fixes/closed/2026-04-29-shared-cleaner-c-condition-expressions-noref.md,2026-04-29,Suppress clang `-Wparentheses-equality` by emitting cleaner direct condition expressions across L0 and L1 backends,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Backend C codegen / condition lowering / generated-C hygiene,Closed (fixed),0,"Final audited decision count: 0. Reviewed in full. No independent durable architectural choice counted; work is mechanical parity, testing/tooling, audit, diagnostic wording, or local code organization."
Plan,work/plans/bug-fixes/closed/2026-04-29-shared-nonscalar-same-type-cast-c99-pedantic-noref.md,2026-04-29,Avoid pedantic-invalid C self-casts for same-type nonscalar `as` expressions across L0 and L1 backends,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Backend C codegen / cast lowering,Closed,0,Final audited decision count: 0. Reviewed in full; 1 atomic historical architectural decision event extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,l0/work/plans/features/closed/2026-04-30-string-concatenation-operator-noref.md,2026-04-30,Backport string concatenation operator from L1,Feature,L0,L0,L0,Typing / backend / C emission / tests / docs,Completed,0,"Final audited decision count: 0. Reviewed in full. No independent durable architectural choice counted; work is mechanical parity, testing/tooling, audit, diagnostic wording, or local code organization."
Plan,work/plans/bug-fixes/closed/2026-04-30-shared-arc-owned-local-reassignment-semantics-noref.md,2026-04-30,Fix shared ARC owned-local reassignment lowering to match the documented slot-replacement semantics and settle the remaining shared root-cause question,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,"Backend ARC lowering, owned-local reassignment cleanup ordering, and L1 trace/harness reproduction",Closed,2,Final audited decision count: 2. Reviewed in full; 2 atomic historical architectural decision events extracted.
Plan,work/plans/bug-fixes/closed/2026-04-30-shared-l1-backend-handler-divergence-audit-noref.md,2026-04-30,Audit `l1/compiler/stage1_l0/src/backend.l0` against `l0/compiler/stage2_l0/src/backend.l0` for any other unported widenings or fixes that arrived through prior shared bug-fix plans,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,"Backend ARC lowering, scope cleanup ordering, expression emission paths",Closed,0,"Final audited decision count: 0. Reviewed in full. No independent durable architectural choice counted; work is mechanical parity, testing/tooling, audit, diagnostic wording, or local code organization."
Plan,work/plans/refactors/closed/2026-04-30-prefer-native-string-concat-operator-noref.md,2026-04-30,"Migrate native-code call-sites from `std.string::concat_s` / `concat3_s` / `concat4_s` helpers to the native `+` string concatenation operator, then retire `concat3_s` / `concat4_s` from the stdlib surface",Refactor,Root/shared,Shared L0/L1,Shared L0/L1,"Self-hosted compiler sources, shared stdlib implementations, examples, user-facing docs",Closed,2,Final audited decision count: 2. Reviewed in full; 2 atomic historical architectural decision events extracted.
Plan,l0/work/plans/tools/closed/2026-05-01-immutable-release-workflows-noref.md,2026-05-01,Immutable-compatible L0 release workflows,Tool,L0,L0,Shared,GitHub workflows / release publication,Implemented,4,"Final audited decision count: 4. Defines the draft-first immutable-publication boundary, checksum manifest contract, and the two manual workflow controls. Asset lists and validation commands are not counted separately."
Plan,work/plans/tools/closed/2026-05-06-shared-uv-workspace-monorepo-noref.md,2026-05-06,Convert the monorepo to a uv workspace at the repo root,Tool,Root/shared,Repository/tooling,Shared,Monorepo Python build/dev tooling / Make / CI,Completed,3,"Final audited decision count: 3. Counts durable workspace ownership, dependency ownership, command delegation, optional-uv portability, and the explicit deferral of scripts/ membership. Workflow edits are mechanical consequences. Global reconciliation removed 2 repeated or non-architectural candidate event(s)."
Plan,l0/work/plans/tools/closed/2026-05-07-versioned-api-reference-export-archive-noref.md,2026-05-07,Rename markdown release archive to `dea_l0_api_reference-<TAG>.tar.gz` and align prose,Tool,L0,L0,Shared,CI / docs publishing / release artifacts,Completed (producer landed; consumer redeployed),1,Final audited decision count: 1. Counts the public versioned archive name and the compatibility boundary for externally consumed workflow identifiers. Prose and local output-directory cleanup are not architectural decisions. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,2026-05-08,Restore L0 Stage 2 pointer-indexing parity and align unsupported-indexing diagnostics,Bug Fix,L0,L0,Shared,Parser / type checker / Stage 2 semantic parity,Closed (fixed),3,"Final audited decision count: 3. Treats the bug fix as evidence for the durable L0 no-pointer-indexing rule, the deliberately retained index AST surface, and the generic L0 invalid-base diagnostic contract. Backend edits and tests are not counted."
Plan,l1/work/plans/bug-fixes/closed/2026-05-08-stage1-index-diagnostic-wording-parity-noref.md,2026-05-08,Align L1 Stage 1 indexing and array-type diagnostic wording with the shared catalog,Bug Fix,L1,L1 Stage 1,Stage 1,Parser / type checker / diagnostic wording parity,Implemented,0,Final audited decision count: 0. Wording-only parity with an already-settled shared diagnostic catalog. It intentionally leaves indexing semantics unchanged and introduces no new diagnostic code or architectural rule.
Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,2026-05-08,Add the `unsafe` function marker,Feature,L1,L1,L1,Lexer / parser / types / interfaces / backend / stdlib,Completed,8,"Final audited decision count: 8. Counts syntax, type identity, call-site meaning, the safe dereference boundary, C-ABI representation, stdlib annotation policy, and the explicitly temporary pointer-index behavior. Pipeline propagation is a consequence of type identity."
Plan,work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md,2026-05-08,Rename `sys.unsafe` to `sys.memory`,Refactor,Root/shared,Shared L0/L1,Shared,Standard library / imports / runtime ABI,Implemented,3,"Final audited decision count: 3. Counts the new public module identity, the preserved runtime/FFI symbol boundary, and the deliberate hard rename without a compatibility module."
Plan,l1/work/plans/features/closed/2026-05-09-raw-pointer-indexing-semantics-noref.md,2026-05-09,Finalize raw-pointer indexing semantics,Feature,L1,L1,L1,Typing / backend / C emission / ownership,Completed,6,"Final audited decision count: 6. Separates the source feature, unsafe gate, base/index eligibility, historical unchecked lowering, single evaluation, and ARC write discipline. Diagnostic codes are consequences of those semantic distinctions. Global reconciliation removed 1 repeated or non-architectural candidate event(s)."
Plan,work/plans/refactors/closed/2026-05-09-relax-null-tolerant-runtime-ffi-pointers-noref.md,2026-05-09,Relax null-tolerant runtime FFI pointer parameters to optional,Refactor,Root/shared,Shared L0/L1,Shared,Standard-library FFI / runtime contract,Implemented,1,Final audited decision count: 1. The four signature edits are applications of one shared architectural rule: Dea-side FFI nullability mirrors an already-defined non-UB runtime null outcome.
Plan,work/plans/refactors/closed/2026-05-09-shared-stdlib-container-type-renames-noref.md,2026-05-09,Rename shared stdlib container outliers to `Type1Type2Container`,Refactor,Root/shared,Shared L0/L1,Shared,Standard library / public API naming,Completed,2,"Final audited decision count: 2. Counts the public specialized-type ordering rule, aligned specialized helper prefixes, and the hard-rename/no-alias migration policy. Individual consumer renames are mechanical. Global reconciliation removed 1 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/features/closed/2026-05-10-fixed-size-array-primitive-noref.md,2026-05-10,Add the fixed-size array primitive,Feature,L1,L1,L1,Parser / typing / lowering / runtime / ARC / ABI,Completed,15,"Final audited decision count: 15. The explicit Defaults Chosen section settles the value/type model, syntax, construction, initialization, layout, safety, ownership, heap, and FFI boundaries. The original literal-only length syntax was later broadened."
Initiative,l1/work/initiatives/closed/0004-array-primitives-and-unsafe-marker.md,2026-05-11,L1 Initiative 0004 - Array Primitives and Unsafe Marker,Initiative,L1,L1,L1,Language syntax / type system / ownership / backend,Completed,0,Final audited decision count: 0. Reviewed in full; 25 initiative-settled or initiative-consolidated events extracted. These are excluded from primary plan-event totals and grouped with constituent-plan events by canonical_key. Global reconciliation removed 25 repeated or non-architectural candidate event(s).
Plan,l1/work/plans/features/closed/2026-05-11-ordered-type-suffix-constructors-noref.md,2026-05-11,Add ordered type suffix constructors,Feature,L1,L1,L1,Parser / type system / interfaces / C lowering,Completed,6,"Final audited decision count: 6. Counts the general left-to-right constructor model, nested optional identity and representation, accepted/rejected combinations, shared TypeExpr grammar, and recursive compiler representation. Global reconciliation removed 1 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/refactors/closed/2026-05-11-unified-lbi-mangling-noref.md,2026-05-11,Unify the LBI mangling scheme into a single recursive grammar,Refactor,L1,L1,L1,Mangler / demangler / code generation / ABI,Completed,7,"Final audited decision count: 7. Counts the unified grammar, terminal namespace, function and binding type treatment, unsafe encoding, one-shot migration, and ordinary main mangling. Test and helper decomposition are implementation mechanics."
Plan,work/plans/refactors/closed/2026-05-13-shared-std-math-to-std-integer-rename-noref.md,2026-05-13,Rename shared `std.math` to `std.integer`,Refactor,Root/shared,Shared L0/L1,Shared,Standard library / module identity / ABI examples,Completed,2,Final audited decision count: 2. Counts the integer-specific public module identity and the hard source-level rename without a shim. Unchanged helper semantics and mechanical consumer edits are not counted.
Plan,l1/work/plans/features/closed/2026-05-19-stage1-slices-len-slice-intrinsics-noref.md,2026-05-19,Add Stage 1 slice types and slice intrinsics,Feature,L1,L1,L1,Parser / typing / lowering / runtime / ABI,Implemented,15,"Final audited decision count: 15. Counts the non-owning type/lifetime model, reserved syntax, intrinsic domains and arities, range/index safety, conversion boundary, supported suffix shapes, ABI marker, and prelude resolution. The initial claim that len accepted only arrays and slices was later broadened to strings."
Plan,l0/work/plans/bug-fixes/closed/2026-06-05-duplicate-open-import-diagnostic-parity-noref.md,2026-06-05,Make L0 warn once (RES-0036) on a duplicate open import instead of flooding RES-0022 and erroring TYP-0155,Bug Fix,L0,L0,L0 Stage 1 and Stage 2,Parser / name resolution / diagnostics,Closed (fixed),2,Final audited decision count: 2. Separates the one-warning diagnostic contract from the resolver's idempotent-open behavior.
Plan,l0/work/plans/bug-fixes/closed/2026-06-05-stage2-for-loop-variable-scope-shadow-parity-noref.md,2026-06-05,Scope L0 Stage 2 for-loop variables to their loop so sibling loops do not trigger false `TYP-0021` shadow warnings,Bug Fix,L0,L0 Stage 2,L0 Stage 2,Name resolution / local scopes,Closed (fixed),0,Final audited decision count: 0. Mechanical restoration of the existing Stage 1 loop-scope semantics.
Plan,l0/work/plans/bug-fixes/closed/2026-06-05-stage2-surface-warnings-in-build-run-gen-noref.md,2026-06-05,"Surface analysis warnings in L0 Stage 2 `--build`, `--run`, `--gen`, `--sym`, and `--type` modes to match the Stage 1 oracle",Bug Fix,L0,L0 Stage 2,L0 Stage 2,Driver / CLI diagnostics,Closed (fixed),0,Final audited decision count: 0. Mechanical Stage 1 CLI parity restoration; it does not settle a new warning policy.
Plan,work/plans/bug-fixes/closed/2026-06-07-stray-keyword-diagnostics-and-stmt-recovery-noref.md,2026-06-07,Diagnose orphaned `else`/`cleanup` keywords and stop the Stage 2/L1 top-level recovery cascade,Bug Fix,Root/shared,Shared L0/L1,Shared,Parser / diagnostics / recovery,Closed,2,"Final audited decision count: 2. Counts the orphan-keyword diagnostic contract and the block-local recovery boundary, not the ARC leak repair exposed by recovery."
Plan,work/plans/features/closed/2026-06-07-case-default-arm-wildcard-phase1-noref.md,2026-06-07,"`case` default arm migration to `_`, Phase 1",Feature,Root/shared,Shared L0/L1,Shared,Language syntax / parser / diagnostics,Closed,3,Final audited decision count: 3. Introduced the canonical wildcard spelling plus a staged compatibility policy; Phase 2 later narrowed the transitional rules to L0.
Plan,l0/work/plans/bug-fixes/closed/2026-06-08-stage2-env-isolation-test-nested-venv-noref.md,2026-06-08,Fix flaky Windows CI failure in the L0 Stage 2 env-isolation test caused by a redundant nested `make venv`,Bug Fix,L0,Repository/tooling,L0 Stage 2,Test harness / Windows CI,Completed,0,Final audited decision count: 0. Test-only removal of a redundant flaky step.
Plan,l1/work/plans/bug-fixes/closed/2026-06-08-stage1-case-builtin-literal-support-noref.md,2026-06-08,Make L1 Stage 1 `case` literals follow equality comparability rules,Bug Fix,L1,L1,L1 Stage 1,Parser / type checker / C backend,Completed,5,"Final audited decision count: 5. Settles equality-based case comparability, supported scalar families, warning-only impossible arms, their type/flow treatment, and safe lowering. Global reconciliation removed 1 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/features/closed/2026-06-08-case-else-removal-l1-phase2-noref.md,2026-06-08,Remove `else` as a `case` default arm in L1 Stage 1,Feature,L1,L1,L1 Stage 1,Language syntax / parser / diagnostic parity,Completed,2,Final audited decision count: 2. Removes the transitional spelling in unreleased L1 while deliberately allowing L0 to remain in Phase 1.
Plan,work/plans/bug-fixes/closed/2026-06-08-shared-invalid-loop-control-unreachable-warning-noref.md,2026-06-08,Stop invalid loop-control statements from poisoning unreachable-state analysis,Bug Fix,Root/shared,Shared L0/L1,Shared,Statement analysis / control flow,Completed,1,Final audited decision count: 1. A narrow but durable reachability rule; mechanical ports are not separate decisions.
Plan,work/plans/bug-fixes/closed/2026-06-08-shared-parser-recovery-noref.md,2026-06-08,Fix parser expression parsing and error recovery for loop/block structures,Bug Fix,Root/shared,Shared L0/L1,Shared,Parser recovery,Closed,1,Final audited decision count: 1. The opening-brace synchronization boundary is architectural; valueless-return parsing restores the existing grammar.
Plan,work/plans/bug-fixes/closed/2026-06-08-shared-with-inline-abrupt-header-cleanup-noref.md,2026-06-08,Run inline `with` cleanup for committed abrupt header exits,Bug Fix,Root/shared,Shared L0/L1,Shared,Backend / deterministic cleanup,Completed,0,Final audited decision count: 0. Implements the already normative with-cleanup contract; no new rule is adopted here.
Plan,work/plans/features/closed/2026-06-08-shared-for-header-basic-stmt-noref.md,2026-06-08,Restrict shared `for` headers to non-abrupt basic statements,Feature,Root/shared,Shared L0/L1,Shared,Grammar / parser / control flow,Closed (rejected; superseded),0,Final audited decision count: 0. The proposed restriction was never adopted; the June 22 plan contains the settled replacement decisions.
Plan,work/plans/refactors/closed/2026-06-08-migrate-case-else-defaults-to-wildcard-noref.md,2026-06-08,Migrate every in-tree `case`-default `else` arm to the canonical `_ =>` spelling,Refactor,Root/shared,Shared L0/L1,Shared,Source migration,Completed,0,Final audited decision count: 0. Mechanical source migration implementing the already-counted Phase 1 choice.
Plan,l0/work/plans/bug-fixes/closed/2026-06-09-stage1-non-ascii-identifier-rejection-noref.md,2026-06-09,Reject non-ASCII identifier characters in the L0 Stage 1 Python lexer,Bug Fix,L0,Dea-wide,L0 Stage 1,Source encoding / lexer,Closed (fixed),3,Final audited decision count: 3. Implementation fix and sole related closed plan for the same-day Dea-wide source-text ADR.
Plan,work/plans/bug-fixes/closed/2026-06-09-shared-lex-0040-recovery-noref.md,2026-06-09,"Change LEX-0040 message, recover invalid characters, and stop before parser on lexer errors",Bug Fix,Root/shared,Shared L0/L1,Shared,Lexer / diagnostics / phase handoff,Completed,2,Final audited decision count: 2. The lexer recovery direction remains; its post-lexing parser barrier was superseded the next day.
Plan,work/plans/bug-fixes/closed/2026-06-09-shared-stop-parsing-at-eof-block-close-noref.md,2026-06-09,Stop emitting duplicate PAR-0091 by making end-of-file terminal during block close,Bug Fix,Root/shared,Shared L0/L1,Shared,Parser recovery,Completed,1,Final audited decision count: 1. Makes EOF a terminal recovery state and suppresses duplicate nested block-close diagnostics.
Plan,work/plans/refactors/closed/2026-06-10-shared-lexer-error-recovery-tokens-and-codepoint-columns-noref.md,2026-06-10,"Defer lexer diagnostics into logical recovery wrapper tokens, drop the pre-parse barrier, and count native columns in code points",Refactor,Root/shared,Shared L0/L1,Shared,Lexer / parser / diagnostics / editor recovery,Completed,9,Final audited decision count: 9. Direct source for ADR-0009; recovery-policy rows are split where malformed inputs could independently retain or omit logical tokens.
Plan,l1/work/plans/features/closed/2026-04-24-multi-cu-initialization-and-link-order-noref.md,2026-06-11,Extend module initialization to the multi-CU model,Feature,L1,L1,L1,Backend / driver / initialization ordering / docs,Closed (superseded),0,"Final audited decision count: 0. Filename is April-dated but metadata date is 2026-06-11. The draft was superseded before implementation, so no adopted event is counted; July successors record the current decisions. Global reconciliation removed 4 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/features/closed/2026-04-24-interface-fingerprints-and-object-metadata-noref.md,2026-06-13,Add interface fingerprints and provider-object metadata,Feature,L1,L1,L1,ABI / hashing / driver / linker verification / docs,Closed (superseded),0,"Final audited decision count: 0. Filename is April-dated but metadata date is 2026-06-13. The combined draft was superseded before implementation, so no adopted event is counted; split successors and ADR-0019/0021 record the current decisions. Global reconciliation removed 11 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/features/closed/2026-04-24-module-interface-emission-noref.md,2026-06-13,Add textual `.l1m` module interface emission,Feature,L1,L1,L1,Analysis / interface serialization / parser / docs,Completed,10,"Final audited decision count: 10. Filename is April-dated but metadata date is 2026-06-13. Counts the completed artifact contract, verified against ADR-0014."
Plan,l1/work/plans/features/closed/2026-04-24-separate-compilation-driver-surface-noref.md,2026-06-13,Add direct interface replay and reserve the separate-compilation CLI surface,Feature,L1,L1,L1,CLI / driver / build workflow / docs,Closed (implemented),10,Final audited decision count: 10. Filename is April-dated but metadata date is 2026-06-13. Only implemented direct-replay and CLI-contract choices are counted; explicitly temporary NYI workflow restrictions are not.
Plan,l1/work/plans/features/closed/2026-06-13-opaque-type-exports-and-layout-hiding-noref.md,2026-06-13,Add opaque type exports and layout-hiding visibility,Feature,L1,L1,L1 Stage 1,Visibility / type resolution / module interfaces,Completed,9,"Final audited decision count: 9. Implements the transparent and opaque endpoints, grouped source spelling, consumer operation boundary, and interface-surface closure rules from ADR-0013."
Plan,l1/work/plans/bug-fixes/closed/2026-06-17-stage1-contextual-array-literals-noref.md,2026-06-17,Check array literals against fixed-size typed contexts before standalone inference,Bug Fix,L1,L1,L1 Stage 1,Type checker / arrays,Completed,0,Final audited decision count: 0. Completes the already-recorded fixed-array contextual-literal policy in ADR-0011.
Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,2026-06-17,Compile-time constant values in array bounds and `case` arms,Feature,L1,L1,L1 Stage 1,Grammar / const evaluation / types / backend,Completed,7,"Final audited decision count: 7. Primary plan for named constant-value contexts, including the shared evaluator and cycle rule, and part of ADR-0016. Global reconciliation removed 1 repeated or non-architectural candidate event(s)."
Plan,l1/work/plans/bug-fixes/closed/2026-06-18-stage1-toplet-initializer-typing-noref.md,2026-06-18,Type-check L1 Stage 1 top-level `let` initializers before backend lowering,Bug Fix,L1,L1 Stage 1,L1 Stage 1,Expression typing / top-level initialization,Completed,0,"Final audited decision count: 0. The plan explicitly classifies the work as enforcing existing semantics, not a new architectural decision."
Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,2026-06-18,Compile-time scalar casts for `const`,Feature,L1,L1,L1 Stage 1,Const evaluation / interfaces / backend,Completed,5,Final audited decision count: 5. Contains an explicit Defaults Chosen section and broadens ADR-0016 with selected scalar domains plus explicit exclusions.
Plan,l1/work/plans/bug-fixes/closed/2026-06-19-stage1-toplet-diagnostic-recovery-noref.md,2026-06-19,Preserve Stage 1 top-level initializer diagnostics after signature errors,Bug Fix,L1,L1 Stage 1,L1 Stage 1,Analysis orchestration / diagnostic recovery,Completed,0,Final audited decision count: 0. The plan explicitly says it completes existing diagnostic behavior without changing compiler architecture.
Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,2026-06-22,"Restore shared `for`-header control flow, cleanup, drop-liveness, and trace ownership safety",Bug Fix,Root/shared,Shared L0/L1,Shared,Control flow / liveness / cleanup / ownership,Completed,8,Final audited decision count: 8. A dense settled semantics section; homologous implementation ports are affected targets rather than extra decisions. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,2026-06-24,Stage 1 scalar const-expression flow,Feature,L1,L1,L1 Stage 1,Const evaluation / liveness / interfaces / backend,Completed,9,Final audited decision count: 9. Broadens constant evaluation while keeping direct constant-value grammar narrow and keeping static C and interface serialization contracts distinct. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,l0/work/plans/features/closed/2026-06-30-runtime-pointer-access-validation-noref.md,2026-06-30,Checked-by-default L0 runtime pointer access validation,Feature,L0,L0,L0 Stage 1 and Stage 2,Runtime safety / C backend,Completed,0,Final audited decision count: 0. Mechanical L0 realization of decisions counted once in the shared pointer plan.
Plan,l1/work/plans/features/closed/2026-06-30-runtime-pointer-access-validation-noref.md,2026-06-30,Checked-by-default L1 runtime pointer access validation,Feature,L1,L1,L1 Stage 1,Runtime ABI / pointer safety / C backend,Completed,1,Final audited decision count: 1. Shared semantics are counted in the shared plan; only the L1 archive/header ABI split is additional.
Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,2026-06-30,Shared editor support baseline for Dea/L0 and Dea/L1,Feature,Root/shared,Repository/tooling,Shared,Editor tooling / structural parsing / navigation,Completed,5,"Final audited decision count: 5. Counts durable package, level-identity, authority, and service-boundary choices; implementation phase ordering is excluded. Global reconciliation removed 2 repeated or non-architectural candidate event(s)."
Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,2026-06-30,Checked-by-default runtime pointer access validation,Feature,Root/shared,Shared L0/L1,Shared,Runtime safety / C backend,Completed,14,Final audited decision count: 14. Primary semantic record for the three coordinated pointer plans. Level ports are not recounted; one eager heap-string registration choice was later superseded. Global reconciliation removed 3 repeated or non-architectural candidate event(s).
Plan,work/plans/bug-fixes/closed/2026-07-02-shared-c-compiler-invocation-order-noref.md,2026-07-02,Place C compiler and preprocessor flags before generated C inputs while preserving link-order flags,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,CLI build driver / C compiler invocation,Completed,1,Final audited decision count: 1. Reviewed in full; 2 atomic historical architectural decision events extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,work/plans/bug-fixes/closed/2026-07-02-shared-env-script-virtualenv-stacking-noref.md,2026-07-02,Fix repo-local env script PATH stacking with stale virtualenv activation metadata,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Repo-local environment activation,Completed,0,"Final audited decision count: 0. Reviewed in full. Zero events: this is a shell-portability bug fix for stale virtualenv activation metadata, not a durable compiler, language, or repository-lifecycle choice."
Plan,work/plans/bug-fixes/closed/2026-07-03-shared-alloc-tracker-churn-rehash-noref.md,2026-07-03,Size allocation-tracker rehashes from the live record count and expose quarantine tunables,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Runtime allocation tracker,Completed,2,Final audited decision count: 2. Reviewed in full; 3 atomic historical architectural decision events extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,work/plans/bug-fixes/closed/2026-07-03-shared-drop-precheck-before-cleanup-noref.md,2026-07-03,Validate stale `drop` pointers before generated ARC cleanup dereferences pointees,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Runtime allocation tracking and backend `drop` cleanup lowering,Completed,0,Final audited decision count: 0. Reviewed in full; 1 atomic historical architectural decision event extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,work/plans/features/closed/2026-07-03-shared-lazy-arc-string-registration-noref.md,2026-07-03,Register heap string blocks with the pointer tracker lazily at first raw-byte exposure,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime allocation tracker, string runtime",Completed,2,Final audited decision count: 2. Reviewed in full; 2 atomic historical architectural decision events extracted.
Plan,work/plans/features/closed/2026-07-04-shared-runtime-alloc-benchmark-noref.md,2026-07-04,Memory-invariant suite tests and a `bench-runtime` tuning benchmark for the checked allocation tracker,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime allocation tracker, test suites, make workflow",Completed,0,"Final audited decision count: 0. Reviewed in full. Zero events: the plan adds measurement and deterministic test instrumentation, expressly defers the runtime default, and its timing evidence was later invalidated."
Plan,work/plans/features/closed/2026-07-04-shared-unchecked-build-surface-noref.md,2026-07-04,Surface the unchecked runtime mode and tracker tunables through driver flags and make variables,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"CLI drivers, C backend prelude, runtime archive build, make workflow",Completed,4,Final audited decision count: 4. Reviewed in full; 5 atomic historical architectural decision events extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,work/plans/features/closed/2026-07-05-shared-compiler-runtime-quarantine-default-noref.md,2026-07-05,Build distributed and developer compiler binaries with the performance-sensitive checked-runtime quarantine count,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime pointer validation, compiler build workflows, L1 unsafe pointer docs",Completed,3,Final audited decision count: 3. Reviewed in full; 3 atomic historical architectural decision events extracted.
Plan,work/plans/features/closed/2026-07-07-shared-alloc-record-hot-cold-split-noref.md,2026-07-07,Hot/cold split for checked-runtime allocation records,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime pointer validation, allocation tracker, benchmark harnesses",Completed,0,"Final audited decision count: 0. The 32/72 and 64/40 tracker layouts are replaceable internal data-structure choices rather than durable architectural contracts, so neither is counted. Global reconciliation removed 2 repeated or non-architectural candidate event(s)."
Plan,work/plans/features/closed/2026-07-08-shared-runtime-check-basic-mode-noref.md,2026-07-08,Shared checked-runtime basic validation mode,Feature,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime pointer validation, CLI drivers, C backend prelude, runtime archive build, benchmarks",Closed,4,Final audited decision count: 4. Reviewed in full; 4 atomic historical architectural decision events extracted.
Plan,l0/work/plans/bug-fixes/closed/2026-07-11-darwin-arm64-triple-bootstrap-uuid-normalization-noref.md,2026-07-11,Normalize retained Mach-O UUID metadata without disabling Apple Silicon load commands,Bug Fix,L0,L0,L0 Stage 2,Bootstrap/self-hosting validation,Closed (fixed),1,Final audited decision count: 1. Reviewed in full; 2 atomic historical architectural decision events extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,work/plans/bug-fixes/closed/2026-07-11-shared-checked-runtime-review-gaps-noref.md,2026-07-11,"Close allocation provenance, foreign pointer, trace, build, and benchmark gaps in checked runtimes",Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,"Runtime pointer validation, generated drop cleanup, raw-memory FFI, tracing, runtime archives, and benchmarks",Completed,6,Final audited decision count: 6. Reviewed in full; 8 atomic historical architectural decision events extracted. Global reconciliation removed 2 repeated or non-architectural candidate event(s).
Plan,work/plans/bug-fixes/closed/2026-07-11-shared-ci-platform-portability-regressions-noref.md,2026-07-11,Restore strict C initializer and Apple Silicon bootstrap portability in CI,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,C backend static initialization and native bootstrap reproducibility,Completed,1,Final audited decision count: 1. Reviewed in full; 2 atomic historical architectural decision events extracted. Global reconciliation removed 1 repeated or non-architectural candidate event(s).
Plan,l0/work/plans/tools/closed/2026-07-13-release-1-1-0-preparation-noref.md,2026-07-13,"Prepare, validate, and publish the Dea/L0 1.1.0 release",Tool,L0,L0,L0,Release management / documentation / distribution / CI,Closed (published),4,Final audited decision count: 4. Global atomicity review split the stable-tag namespace from the independently choosable release-notes/body contract.
Plan,work/plans/bug-fixes/closed/2026-07-13-shared-checked-runtime-contraction-alignof-noref.md,2026-07-13,Restore checked allocation-table contraction and strict C99 alignment portability,Bug Fix,Root/shared,Shared L0/L1,Shared L0/L1,Checked runtime allocation tracking and generated C portability,Completed,0,Final audited decision count: 0. Reviewed in full; 2 atomic historical architectural decision events extracted. Global reconciliation removed 2 repeated or non-architectural candidate event(s).
Plan,work/plans/tools/closed/2026-07-13-remote-publication-authorization-guardrails-noref.md,2026-07-13,Establish risk-tiered remote and publication authorization guardrails,Tool,Root/shared,Repository/tooling,Repository/tooling,Agent authorization policy / release safety / cross-repository publication,Completed,8,Final audited decision count: 8. Reviewed in full; 8 atomic historical architectural decision events extracted.
Plan,l0/work/plans/bug-fixes/closed/2026-07-14-stage1-cli-diagnostic-channel-fidelity-noref.md,2026-07-14,Decouple L0 Stage 1 diagnostics from configurable logging,Bug Fix,L0,L0,L0 Stage 1,CLI / Diagnostics / Logging,Closed (fixed),1,Final audited decision count: 1. Reviewed in full; 1 atomic historical architectural decision event extracted.
