event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0312,Plan,l1/work/plans/features/closed/2026-04-22-named-arguments-noref.md,D02,2026-04-22,A call is either entirely positional or entirely named; mixed calls are rejected.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,50,53,The initial named-call grammar is all-or-nothing.,Positional prefix followed by named arguments,,l1/docs/reference/grammar.md,,DEA-CANON-0303,Not covered,Propose ADR for named-call semantics,Yes,
DEA-DEC-0313,Plan,l1/work/plans/features/closed/2026-04-22-named-arguments-noref.md,D03,2026-04-22,Named arguments may appear in any source order and are mapped to declaration order by label.,Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,53,53,"Labels, not source position, determine parameter or field association.",Require declaration order,,l1/docs/reference/design-decisions.md,,DEA-CANON-0304,Not covered,Propose ADR for named-call semantics,Yes,
DEA-DEC-0314,Plan,l1/work/plans/features/closed/2026-04-22-named-arguments-noref.md,D04,2026-04-22,Named argument expressions evaluate left-to-right in written source order even when callee order differs.,Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,54,57,Lowering uses temporaries as needed to preserve observable source evaluation order.,Evaluate in declaration order | Leave cross-argument order unspecified,,l1/docs/reference/design-decisions.md,,DEA-CANON-0305,Not covered,Propose ADR for named-call semantics,Yes,
DEA-DEC-0315,Plan,l1/work/plans/features/closed/2026-04-22-named-arguments-noref.md,D05,2026-04-22,"Every named parameter or constructor field must be supplied exactly once; unknown, duplicate, and omitted labels are errors.",Type system,,L1,Retained,Explicit,High,Defaults Chosen,58,60,Named calls remain complete calls with no defaults or duplicate bindings.,Default omitted arguments | Last duplicate wins,,l1/docs/reference/design-decisions.md,,DEA-CANON-0306,Not covered,Propose ADR for named-call semantics,Yes,
DEA-DEC-0316,Plan,l1/work/plans/features/closed/2026-04-22-string-concatenation-operator-noref.md,D01,2026-04-22,The + operator accepts exactly string + string and returns string.,Type system,,L1,Retained,Explicit,High,Defaults Chosen,61,65,The initial concatenation surface is a single homogeneous binary operator.,No operator | Mixed operand concatenation,,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0307,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0317,Plan,l1/work/plans/features/closed/2026-04-22-string-concatenation-operator-noref.md,D02,2026-04-22,"String concatenation performs no implicit coercion from bytes, numbers, nullable strings, or pointers.",Type system,,L1,Retained,Explicit,High,Defaults Chosen,63,65,Both operands must already be string.,Implicit formatting or coercion,,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0308,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0318,Plan,l1/work/plans/features/closed/2026-04-22-string-concatenation-operator-noref.md,D03,2026-04-22,String concatenation returns a fresh owned string without mutating or consuming either operand.,Ownership and memory safety,,L1,Retained,Explicit,High,Defaults Chosen,66,67,The result participates in ordinary ARC as a new owner.,Mutate left operand | Consume operands | Borrowed view,,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0309,Directly covered,Covered,Yes,
DEA-DEC-0319,Plan,l1/work/plans/features/closed/2026-04-22-string-concatenation-operator-noref.md,D04,2026-04-22,String concatenation lowers through a dedicated runtime helper rather than open-coded buffer arithmetic.,Runtime,,L1,Retained,Explicit,High,Defaults Chosen,68,69,"Allocation, byte copying, and ownership stay centralized in the runtime.",Open-code in generated C,,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0310,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0320,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D01,2026-04-22,L1-defined variadic functions are distinct from and do not introduce C ABI varargs.,ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,61,64,Language packs remain separate from extern func C varargs.,Reuse C varargs ABI,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0311,Directly covered,Covered,Yes,
DEA-DEC-0321,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D02,2026-04-22,A variadic signature has exactly one trailing variadic parameter.,Type system,,L1,Retained,Explicit,High,Defaults Chosen,65,65,Multiple or non-final packs are invalid.,Multiple packs | Pack in non-final position,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0312,Directly covered,Covered,Yes,
DEA-DEC-0322,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D03,2026-04-22,"Variadic parameters use trailing name: T... syntax, mirrored in function-pointer types.",Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,66,67,Ellipsis attaches to the final parameter type.,...T name | Dedicated params syntax,,l1/docs/reference/grammar.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0313,Directly covered,Covered,Yes,
DEA-DEC-0323,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D04,2026-04-22,Variadic calls are positional-only; named arguments cannot call a variadic function.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,68,70,The two call features deliberately reject their cross-combination.,Named fixed prefix | Named pack argument,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0314,Directly covered,Covered,Yes,
DEA-DEC-0324,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D05,2026-04-22,"Inside the callee, a variadic parameter has effective mutable slice type T[].",Type system,,L1,Retained,Explicit,High,Defaults Chosen,71,72,"Variadics reuse len, checked indexing, and slice assignment rather than a bespoke pack type.",Bespoke parameter-pack type,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0315,Directly covered,Covered,Yes,
DEA-DEC-0325,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D06,2026-04-22,Explicit variadic forwarding uses one final pack... argument and cannot mix forwarding with individual tail values.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,73,74,A forwarded compatible slice or array supplies the whole variadic tail.,Implicit forwarding | Mix pack and individual elements,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0316,Directly covered,Covered,Yes,
DEA-DEC-0326,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D07,2026-04-22,Ordinary variadic calls materialize caller-owned fixed-array storage for the pack.,Ownership and memory safety,,L1,Retained,Embedded,High,Deferral Resolution,43,47,Caller-owned pack lifetime backs the callee's slice view.,C varargs stack ABI | Heap-owned callee pack,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0317,Directly covered,Covered,Yes,
DEA-DEC-0327,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D08,2026-04-22,Variadic function pointers match exactly on fixed prefix and variadic element type.,Type system,,L1,Retained,Explicit,High,Phase 4: Function pointers and forwarding,107,111,Indirect variadic callability remains signature-exact.,,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0017-l1-variadic-functions.md,DEA-CANON-0318,Directly covered,Covered,Yes,
DEA-DEC-0328,Plan,l1/work/plans/features/closed/2026-04-22-variadic-functions-noref.md,D09,2026-04-22,LBI type encoding uses a V component so variadic function identity differs from a fixed slice signature.,ABI and linking,,L1,Retained,Embedded,High,Implementation Summary,142,147,The binary interface preserves the semantic distinction even though the callee sees T[].,,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0017-l1-variadic-functions.md | l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0319,Directly covered,Covered,Yes,
DEA-DEC-0329,Plan,work/plans/bug-fixes/closed/2026-04-22-shared-unwrapped-string-value-arc-copy-noref.md,D01,2026-04-22,Copying ARC-managed data from a place-like nullable unwrap into a match or case scrutinee retains the copied value before source cleanup.,Ownership and memory safety,,Shared L0/L1,Retained,Explicit,High,Scope of This Fix,138,146,The new scrutinee owner is stabilized with deep retains before its source can be released.,,,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,DEA-CANON-0320,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0330,Plan,l1/work/plans/features/closed/2026-04-23-single-statement-loop-and-match-bodies-noref.md,D01,2026-04-23,while and for bodies accept any Stmt rather than requiring a block.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,57,63,Loop body grammar is aligned with generic if-branch statements.,Block-only loop bodies,,l1/docs/reference/grammar.md,,DEA-CANON-0321,ADR not warranted,Keep the single-statement loop-body grammar in the normative reference; no standalone ADR.,Yes,The syntax is durable but narrow and does not meet the threshold for an ADR.
DEA-DEC-0331,Plan,l1/work/plans/features/closed/2026-04-23-single-statement-loop-and-match-bodies-noref.md,D02,2026-04-23,match arms accept any Stmt rather than requiring a block.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,59,63,Match arm grammar is aligned with case arms.,Block-only match arms,,l1/docs/reference/grammar.md,,DEA-CANON-0322,ADR not warranted,Keep the single-statement match-arm grammar in the normative reference; no standalone ADR.,Yes,The syntax is durable but narrow and does not meet the threshold for an ADR.
DEA-DEC-0332,Plan,l1/work/plans/features/closed/2026-04-23-single-statement-loop-and-match-bodies-noref.md,D03,2026-04-23,Every loop body and match arm has a fresh synthetic scope even when written as one statement.,Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,61,63,Bindings and cleanup remain body-local independent of braces.,Share enclosing scope for unbraced bodies,,l1/docs/reference/design-decisions.md,,DEA-CANON-0323,ADR not warranted,Keep the synthetic-scope rule in normative language documentation and tests; no standalone ADR.,Yes,The scope consequence is important but sufficiently local to this syntax feature.
DEA-DEC-0333,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D01,2026-04-24,L1 visibility is controlled at module level rather than by per-declaration pub or priv modifiers.,Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,60,63,An export manifest defines the public surface for the module as a whole.,Per-declaration visibility modifiers,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0324,Directly covered,Covered,Yes,
DEA-DEC-0334,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D02,2026-04-24,"export * exports every top-level symbol, including names beginning with underscore.",Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,62,64,The explicit star form overrides underscore privacy convention.,Exclude underscore names from export *,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0325,Directly covered,Covered,Yes,
DEA-DEC-0335,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D03,2026-04-24,"Without an export statement, every top-level symbol except underscore-prefixed names is exported.",Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,63,65,The compatibility-oriented implicit export surface uses underscore as the default internal marker.,Export nothing by default | Export every name by default,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0326,Directly covered,Covered,Yes,
DEA-DEC-0336,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D04,2026-04-24,An explicit export name list is an allowlist of top-level names and cannot rename exports.,Language semantics,,L1,Retained,Explicit,High,Defaults Chosen,64,65,Export manifests select identity-preserving public names.,Export aliases | Per-declaration export markers,,l1/docs/reference/design-decisions.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0327,Directly covered,Covered,Yes,
DEA-DEC-0337,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D05,2026-04-24,import module as alias creates a namespace accessed only as alias::name.,Frontend architecture,,L1,Retained,Explicit,High,Defaults Chosen,65,67,Aliased imports do not inject the provider's members unqualified.,Alias plus implicit open,,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0328,Directly covered,Covered,Yes,
DEA-DEC-0338,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D06,2026-04-24,import names from module introduces only the named exported symbols as unqualified bindings.,Frontend architecture,,L1,Retained,Explicit,High,Defaults Chosen,66,67,Selective imports bind an explicit subset in the current scope.,Always open the entire module,,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0329,Directly covered,Covered,Yes,
DEA-DEC-0339,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D07,2026-04-24,Import forms are not mixed within one statement.,Language syntax,,L1,Retained,Explicit,High,Defaults Chosen,67,68,"Alias, selective, and ordinary import forms remain syntactically separate.",Combined alias/selective syntax,,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0330,Directly covered,Covered,Yes,
DEA-DEC-0340,Plan,l1/work/plans/features/closed/2026-04-24-export-manifests-and-aliased-imports-noref.md,D08,2026-04-24,A module has at most one export manifest and it appears at the beginning of the module.,Language syntax,,L1,Retained,Embedded,High,Phase 1: Parser and AST surface,79,89,The parser models one leading manifest for deterministic later interface emission.,Distributed export declarations,,l1/docs/reference/grammar.md,l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0331,Directly covered,Covered,Yes,
DEA-DEC-0341,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D01,2026-04-24,The initial LBI used tagged length-prefixed module sections and a broad `S` terminal for every source entity.,ABI and linking,,L1,Superseded,Explicit,High,Defaults Chosen,61,65,Module segments and source symbol names are framed by decimal lengths.,dea_module_name underscore concatenation,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0332,Directly covered,Covered,Yes,The May unified LBI plan explicitly replaces the broad-S two-layer compatibility scaffold with N/S/E/I terminals and recursive function signatures.
DEA-DEC-0342,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D02,2026-04-24,"LBI module identity is derived from the dotted source module path, not the filesystem path.",ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,66,70,Each dotted module segment becomes a framed M component.,Filesystem path identity,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0333,Directly covered,Covered,Yes,
DEA-DEC-0343,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D03,2026-04-24,LBI identifiers use only ISO C99 identifier characters and reserve uppercase ASCII letters as category sigils.,Portability,,L1,Retained,Explicit,High,Defaults Chosen,66,70,The encoding avoids compiler extensions such as dollar signs and leaves room for tagged categories.,Compiler-specific identifier characters,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0334,Directly covered,Covered,Yes,
DEA-DEC-0344,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D04,2026-04-24,"Exported top-level declarations, including lets and consts, have external C linkage.",ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,71,73,Export visibility controls link visibility and overrides the earlier always-static const default.,Keep exported const static | Export every top-level declaration,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0335,Directly covered,Covered,Yes,
DEA-DEC-0345,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D05,2026-04-24,Non-exported top-level declarations use static C linkage where runtime semantics permit.,ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,74,75,Private source declarations remain translation-unit internal.,External linkage for all source declarations,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0009-module-visibility-exports-imports.md,DEA-CANON-0336,Directly covered,Covered,Yes,
DEA-DEC-0346,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D06,2026-04-24,"Compiler-generated lifecycle names use the LBI I terminal, with I4init for deferred module initialization.",ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,76,78,Lifecycle symbols have a reserved tagged namespace distinct from source symbols.,Ad hoc _dea_init_module spelling,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md | l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,DEA-CANON-0337,Directly covered,Covered,Yes,
DEA-DEC-0347,Plan,l1/work/plans/features/closed/2026-04-24-lbi-symbol-mangling-and-linkage-noref.md,D07,2026-04-24,extern C declarations bypass LBI mangling.,ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,79,80,Foreign symbols preserve their declared C link spelling.,Mangle foreign C names,,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0338,Directly covered,Covered,Yes,
DEA-DEC-0348,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D01,2026-04-24,The public runtime header is a declaration surface; runtime implementation bodies live in compiled translation units.,Runtime,,L1,Retained,Explicit,High,Defaults Chosen,51,59,Generated programs stop compiling a header-only runtime into each user C unit.,Header-only runtime,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0339,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0349,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D02,2026-04-24,L1 ships separate normal and traced runtime archives named libdea_rt.a and libdea_rt_traced.a.,Runtime,,L1,Retained,Explicit,High,Defaults Chosen,53,55,Tracing is selected as a distinct linked runtime product.,One runtime archive with dynamic trace toggles | Header-only trace macros,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0340,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0350,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D03,2026-04-24,The build driver selects the traced or normal runtime archive from user trace flags.,ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,53,56,Trace selection moves from user-C preprocessor state into link orchestration.,Compile trace toggles into each generated C unit,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0341,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0351,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D04,2026-04-24,"dea_rt.h replaces l1_runtime.h immediately as the public include, with no compatibility bridge.",ABI and linking,,L1,Retained,Explicit,High,Defaults Chosen,56,58,The public installed header adopts the level-neutral ABI name in one breaking migration.,Retain compatibility forwarding header,,l1/docs/reference/c-backend-design.md,l1/docs/decisions/0003-c-abi-naming-policy.md,DEA-CANON-0342,Covered as part of a broader ADR,Covered,Yes,"The installed public runtime header name and compatibility break are an ABI surface, not a CLI mode or packaging detail."
DEA-DEC-0352,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D05,2026-04-24,dea_siphash.h remains internal to runtime C units and is not installed with public headers.,Runtime,,L1,Retained,Explicit,High,Defaults Chosen,56,58,The vendored hash implementation is not part of the consumer runtime API.,Install SipHash as a public header,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0343,Not covered,Not warranted,Yes,
DEA-DEC-0353,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D06,2026-04-24,Official runtime archives use the platform compiler's object format.,Portability,,L1,Retained,Explicit,High,Resolved decisions,140,148,The distributed archive follows the host platform toolchain rather than TinyCC's possibly incompatible format.,One TinyCC-produced archive on every host,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0344,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0354,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D07,2026-04-24,"When TinyCC's object format is incompatible with the host archive, the driver links a parallel raw runtime object set.",Portability,,L1,Retained,Explicit,High,Resolved decisions,142,148,The TinyCC carve-out preserves the compiled runtime boundary without pretending one archive is cross-format.,Fall back to header-only runtime | Drop TinyCC support,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0345,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0355,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D08,2026-04-24,The traced archive preserves stable rt_/_rt_ wrapper ABI for non-emitter callers.,ABI and linking,,L1,Retained,Explicit,High,Resolved decisions,149,151,Ordinary runtime consumers retain stable wrapper entry points across trace variants.,,,l1/docs/specs/compiler/abi.md,,DEA-CANON-0346,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0356,Plan,l1/work/plans/refactors/closed/2026-04-24-runtime-static-library-split-noref.md,D09,2026-04-24,Generated traced C calls _rt_*_impl with source file and line directly to preserve caller trace locations.,Diagnostics and recovery,,L1 Stage 1,Retained,Explicit,High,Resolved decisions,149,151,Emitter-owned trace calls bypass wrapper locations and carry the actual source site.,Route generated calls through location-losing wrappers,,l1/docs/reference/c-backend-design.md,,DEA-CANON-0347,Not covered,Propose ADR for runtime archive and trace selection,Yes,
DEA-DEC-0357,Initiative,l1/work/initiatives/closed/0002-runtime-static-library.md,D01,2026-04-29,The runtime split is L1-only; L0 retains its header-only runtime at the 1.0 scope boundary.,ABI and linking,,Shared L0/L1,Retained,Explicit,High,L0 isolation,166,169,The initiative deliberately preserves different level runtime packaging models.,Backport the archive split to L0,,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,,DEA-CANON-0348,Not covered,P1 ADR candidate: L1 runtime archive and trace-selection boundary,No,
DEA-DEC-0358,Plan,work/plans/bug-fixes/closed/2026-04-30-shared-arc-owned-local-reassignment-semantics-noref.md,D01,2026-04-30,"ARC slot replacement evaluates and stabilizes the right-hand side before replacing the destination, releases the old value once, and moves the new value without cloning.",Ownership and memory safety,,Shared L0/L1,Retained,Explicit,High,Current State,63,70,The plan treats the documented three-step slot-replacement contract as normative.,Clone the new value | Release destination before stabilizing RHS,,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,DEA-CANON-0349,Directly covered,Covered,Yes,
DEA-DEC-0359,Plan,work/plans/bug-fixes/closed/2026-04-30-shared-arc-owned-local-reassignment-semantics-noref.md,D02,2026-04-30,Self-referential ARC assignments are valid ordinary code and do not require builder or clone helpers.,Ownership and memory safety,,Shared L0/L1,Retained,Explicit,High,Summary,50,61,"Observed failures are classified as lowering bugs, not a language restriction.",Require builder-only or clone-like source patterns,,l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md | l0/docs/decisions/0008-arc-ownership-model.md,DEA-CANON-0350,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0360,Plan,work/plans/refactors/closed/2026-04-30-prefer-native-string-concat-operator-noref.md,D01,2026-04-30,concat3_s and concat4_s are removed from the public L0 and L1 standard-library surface.,Standard library,,Shared L0/L1,Retained,Explicit,High,Phase 6 — Retire `concat3_s` / `concat4_s` from stdlib surface,145,153,The variadic-arity convenience wrappers are retired after in-tree migration.,Retain all concat wrappers,,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0351,Covered as part of a broader ADR,Not warranted,Yes,
DEA-DEC-0361,Plan,work/plans/refactors/closed/2026-04-30-prefer-native-string-concat-operator-noref.md,D02,2026-04-30,concat_s remains the public binary string helper and the lowering target for string +.,Standard library,,Shared L0/L1,Retained,Explicit,High,Non-Goals,80,85,The binary helper is retained even while source call sites prefer the operator.,Remove concat_s,,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0016-string-value-operators.md,DEA-CANON-0352,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0362,Plan,l0/work/plans/tools/closed/2026-05-01-immutable-release-workflows-noref.md,D01,2026-05-01,L0 release workflows assemble a draft completely before publication and never mutate a published release.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Summary,19,23,"The plan selects a draft-first publication model covering stable releases, snapshots, and manual documentation assets, with published releases treated as immutable.",Create a public release first and upload or replace assets afterward | Permit later workflow mutation of published releases,"Publication occurs only after the complete artifact set is ready, avoiding partially published or subsequently mutated releases.",.github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml | .github/workflows/l0-docs-publish.yml,,DEA-CANON-0353,Not covered,P1: create an L0 release-publication ADR covering immutable draft-first release assembly and its manual workflow boundary.,Yes,
DEA-DEC-0363,Plan,l0/work/plans/tools/closed/2026-05-01-immutable-release-workflows-noref.md,D02,2026-05-01,SHA256SUMS covers every staged L0 release asset and records bare filenames without a ./ prefix.,CLI and distribution,Portability,L0,Retained,Explicit,High,Implementation Notes,27,29,"Stable and snapshot workflows stage all release artifacts before publication, and the checksum manifest must enumerate every one using bare names.",Checksum only platform archives | Record path-prefixed manifest entries,"A complete, location-neutral checksum manifest makes the public artifact set independently verifiable after download.",.github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml,,DEA-CANON-0354,Not covered,Bundle into the proposed P1 L0 release-publication ADR as the artifact-integrity contract.,Yes,
DEA-DEC-0364,Plan,l0/work/plans/tools/closed/2026-05-01-immutable-release-workflows-noref.md,D03,2026-05-01,Manual L0 snapshot dispatch supports a draft-only mode through publish_release=false.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Implementation Notes,30,30,The snapshot workflow deliberately retains a nonpublishing manual-dispatch mode.,Every manual snapshot dispatch publishes immediately | Use a separate draft-only workflow,Maintainers can assemble and inspect a snapshot without crossing the public-release boundary.,.github/workflows/l0-snapshot.yml,,DEA-CANON-0355,Not covered,Bundle into the proposed P1 L0 release-publication ADR; no standalone ADR is warranted.,Yes,
DEA-DEC-0365,Plan,l0/work/plans/tools/closed/2026-05-01-immutable-release-workflows-noref.md,D04,2026-05-01,The L0 documentation-publication workflow remains manual-only and may attach release assets only to an existing draft.,Repository and process architecture,CLI and distribution,L0,Retained,Explicit,High,Implementation Notes,31,31,The plan fixes both the manual trigger boundary and the draft-only target requirement for documentation assets.,Automatically publish documentation assets | Allow attachment to published releases,Manual preparation can enrich a pending release without creating a second route that mutates public releases.,.github/workflows/l0-docs-publish.yml,,DEA-CANON-0356,Not covered,Bundle into the proposed P1 L0 release-publication ADR; no standalone ADR is warranted.,Yes,
DEA-DEC-0366,Plan,work/plans/tools/closed/2026-05-06-shared-uv-workspace-monorepo-noref.md,D01,2026-05-06,"Repository Python tooling is one root uv workspace with l0 and l1 as members, one shared .venv, and one root uv.lock.",Repository and process architecture,,Repository/tooling,Retained,Explicit,High,Summary,67,71,"The plan replaces two projects writing one environment with a root workspace, level members, and a single lock and environment.",Independent level projects with separate environments and locks | Independent locks writing one shared environment,One solver and lockfile eliminate dependency churn and match uv's native workspace model.,MONOREPO.md | CLAUDE.md | pyproject.toml,docs/decisions/0004-monorepo-directory-structure.md,DEA-CANON-0162,Directly covered,Covered by the Dea-wide monorepo directory-structure ADR.,Yes,
